Name,Rating,Address,City,State,ZIP Code,Latitude,Longitude
Dudu Camargo Bar & Restaurante,4.5,"CLS, 303",Brasília,DF,70336-510,-15.80786,-47.90086
Loca Como Tu Madre,4.0,"Comércio Local Sul, 306",Brasília,DF,70353-530,-15.80786,-47.90086
Vitamina Central,4.5,CRS 506 BL A  lj 63,Brasília,DF,70350-515,-15.80786,-47.90086
Parque da Cidade,4.5,Parque da Cidade,Brasília,DF,70390-010,-15.80786,-47.90086
Estação do Guaraná,4.0,CLS 106 BL B  lj 3,Brasília,DF,70345-520,-15.80786,-47.90086
Sky's Burger,4.0,CLS 106,Brasília,DF,70345-520,-15.80786,-47.90086
Pizzaria Dom Bosco,4.5,CLS 107,Brasília,DF,70346-540,-15.80786,-47.90086
Xique Xique,4.0,CLS 107 BL E  lj 2,Brasília,DF,70346-550,-15.80786,-47.90086
Fratello Uno Pizzaria,4.5,"CLS, 103",Brasília,DF,70343-530,-15.80786,-47.90086
La Boulangerie,4.0,"SQS 306 Bloco B, 10",Brasília,DF,70353-020,-15.80786,-47.90086
Marzuk,4.5,Cls 106 Bloco B Loja 31,Asa Sul,DF,70345-520,-15.80786,-47.90086
Amigão Bar e Restaurante,4.0,SCRS 506,Brasília,DF,70350-525,-15.80786,-47.90086
Ricco Burger,5.0,"CLS, 306",Brasília,DF,70353-530,-15.80786,-47.90086
Zimbrus,4.0,CLS 305 BL D  lj 1,Brasília,DF,70352-540,-15.80786,-47.90086
Super Quadra Sul 308,5.0,"SQS, 308",Brasília,DF,70354-000,-15.80786,-47.90086
Riders Café,4.0,"W3 Norte 510, Bloco E, 450",Brasília,DF,70750520,-15.80786,-47.90086
Bar do Mercado,4.0,CRS 509 BL C  lj 29,Brasília,DF,70360-530,-15.80786,-47.90086
Simpsons Bar,4.0,CLS 307 BL D  lj 35,Brasília,DF,70354-540,-15.80786,-47.90086
Libanus,3.5,CLS 206,Brasília,DF,70252-530,-15.80786,-47.90086
Loca Como Tu Madre,4.0,"Comércio Local Sul, 306",Brasília,DF,70353-530,-15.81152,-47.90537
Xique Xique,4.0,CLS 107 BL E  lj 2,Brasília,DF,70346-550,-15.81152,-47.90537
Bar Brasília,4.0,CRS 506 BL A  lj 15,Brasília,DF,70350-515,-15.81152,-47.90537
Super Quadra Sul 308,5.0,"SQS, 308",Brasília,DF,70354-000,-15.81152,-47.90537
Pizzaria Dom Bosco,4.5,CLS 107,Brasília,DF,70346-540,-15.81152,-47.90537
La Boulangerie,4.0,"SQS 306 Bloco B, 10",Brasília,DF,70353-020,-15.81152,-47.90537
Vitamina Central,4.5,CRS 506 BL A  lj 63,Brasília,DF,70350-515,-15.81152,-47.90537
Bar do Mercado,4.0,CRS 509 BL C  lj 29,Brasília,DF,70360-530,-15.81152,-47.90537
Estação do Guaraná,4.0,CLS 106 BL B  lj 3,Brasília,DF,70345-520,-15.81152,-47.90537
Maria Amélia,4.0,"CLS 308 Sul Bloco D, 34",Brasília,DF,73070-043,-15.81152,-47.90537
Sky's Burger,4.0,CLS 106,Brasília,DF,70345-520,-15.81152,-47.90537
Dog do Raimundo,5.0,SQS 107 - Entrada da quadra,Brasília,DF,70354-010,-15.81152,-47.90537
Ricco Burger,5.0,"CLS, 306",Brasília,DF,70353-530,-15.81152,-47.90537
Marzuk,4.5,Cls 106 Bloco B Loja 31,Asa Sul,DF,70345-520,-15.81152,-47.90537
Galeteria Gaúcha,4.5,CLS 108 BL D  lj 21,Brasília,DF,70347-540,-15.81152,-47.90537
Simpsons Bar,4.0,CLS 307 BL D  lj 35,Brasília,DF,70354-540,-15.81152,-47.90537
Picanhas do Sul,3.0,"CLN 302 Bloco D, 47",Brasília,DF,70723-550,-15.81152,-47.90537
Carne de Sol 111,4.0,CLS 111 BL B,Brasília - Asa Sul,DF,70374-520,-15.81152,-47.90537
Nippon Gourmet,4.0,CLS 207 BL C  lj 27,Brasília,DF,70253-530,-15.81152,-47.90537
Domino's Pizza,4.0,SHCS Superquadra 307 bl B Pll Parte B,Brasilia,DF,70354-500,-15.81152,-47.90537
Dona Lenha,4.5,"SCLS, 202",Brasília,DF,70232-535,-15.80591,-47.88487
Nippon Restaurante,4.0,CLS 403 BL A  lj 28,Brasília,DF,70237-510,-15.80591,-47.88487
L'entrecôte de Paris,4.0,CLS 402,Brasília,DF,70237-540,-15.80591,-47.88487
Dudu Camargo Bar & Restaurante,4.5,"CLS, 303",Brasília,DF,70336-510,-15.80591,-47.88487
Ticiana Werner Restaurante & Empório,4.0,CLS 201,Brasília,DF,70232-530,-15.80591,-47.88487
Pizzaria Molho de Tomate,4.0,CLS 403 BL A  lj 12,Brasília,DF,70237-510,-15.80591,-47.88487
Limoncello Ristorante,4.5,"CLS, 402",Asa Sul,DF,70236-510,-15.80591,-47.88487
Villa Borghese,4.0,CLS 201 BL A  lj 33,Brasília,DF,70232-510,-15.80591,-47.88487
Dom Francisco,4.5,CLS 402,Brasília,DF,70236-520,-15.80591,-47.88487
Cadê Tereza,4.0,"CLS 201 Bloco A, 1",Asa Sul,DF,,-15.80591,-47.88487
Fratello Uno Pizzaria,4.5,"CLS, 103",Brasília,DF,70343-530,-15.80591,-47.88487
Peixe na Rede,5.0,CLS 405,Brasília,DF,70632-100,-15.80591,-47.88487
"Ô, Porketa!",5.0,SHCS CL 201 Bloco A Loja 01,Asa Sul,DF,70232510,-15.80591,-47.88487
Piantella,4.5,CLS 202 BL A  lj 34,Brasília,DF,70232-515,-15.80591,-47.88487
Bar do Calaf,4.5,"SBS, Quadra 2",Brasília,DF,70070-120,-15.80591,-47.88487
Distribuidora de Bebidas Piauí,4.0,CLS 403,Brasília,DF,70237-520,-15.80591,-47.88487
Severina Sabor do Nordeste,4.0,CLS 201 BL B  lj 25,Brasília,DF,70232-520,-15.80591,-47.88487
Fritz Restaurante,4.5,CLS 404,Brasília,DF,70238-500,-15.80591,-47.88487
Fred Restaurante,4.0,SCLS 405,Brasília,DF,70239-520,-15.80591,-47.88487
Sumô Sushi Lounge,4.0,"CLS, 204",Brasília,DF,70234-510,-15.80591,-47.88487
Madero Brasília,4.0,"SCS, Quadra 07, Bloco A, s/n",Brasília,DF,,-15.79728,-47.89144
Dudu Camargo Bar & Restaurante,4.5,"CLS, 303",Brasília,DF,70336-510,-15.79728,-47.89144
Fogo de Chão,4.0,"SHS Q, 5",Brasília,DF,70315-000,-15.79728,-47.89144
Coco Bambu,4.0,"SCN Quadra, 5",Shcn,DF,70715-900,-15.79728,-47.89144
Dona Lenha,4.5,"SCLS, 202",Brasília,DF,70232-535,-15.79728,-47.89144
Parque Ana Lídia,4.5,"Parque da Cidade, s/n",Brasília,DF,,-15.79728,-47.89144
Mosaico Grill,4.0,CLS 311 BL A - Asa Sul,Brasília - Asa Sul,DF,70364-510,-15.79728,-47.89144
Brasilia TV Tower,4.5,Eixo Monumental,Brasília,DF,70070-350,-15.79728,-47.89144
Nazareth Café,4.5,"SRTVS, 701",Brasília,DF,70340-000,-15.79728,-47.89144
Stadt Bier,5.0,Liberty Mall,Brasília,DF,70712-904,-15.79728,-47.89144
Kobe,5.0,Liberty Mall,Brasília,DF,70702-903,-15.79728,-47.89144
Tomatzo,4.5,Centro Comercial Conjunto Nacional,Brasília,DF,70077-900,-15.79728,-47.89144
Pecorino Bar & Trattoria,2.0,Brasília Boulevard Shopping,Brasília,DF,70770110,-15.79728,-47.89144
Portland Square,4.0,,Bristol,BST,BS2,-15.79728,-47.89144
Cavalcante Ki Filé,4.5,"CLN, 405",Brasília,MA,70846-510,-15.79728,-47.89144
Kebab in Brasília,4.5,"Setor Hoteleiro Sul, 5",Brasília,DF,72011-000,-15.79728,-47.89144
Companhia do Churrasco,2.5,Brasilia Shopping,Brasília,DF,70715-900,-15.79728,-47.89144
Restaurante San Marco,5.0,"Setor Hoteleiro Sul Quadra, 05",Brasília,DF,72011-000,-15.79728,-47.89144
CONIC,3.5,"SCS Quadra, 01",Brasília,DF,70393-900,-15.79728,-47.89144
Rei do Mate,4.0,"SCS Qd, 7",Brasília,DF,70307-902,-15.79728,-47.89144
Dudu Camargo Bar & Restaurante,4.5,"CLS, 303",Brasília,DF,70336-510,-15.799,-47.88558
Dona Lenha,4.5,"SCLS, 202",Brasília,DF,70232-535,-15.799,-47.88558
Madero Brasília,4.0,"SCS, Quadra 07, Bloco A, s/n",Brasília,DF,,-15.799,-47.88558
Fogo de Chão,4.0,"SHS Q, 5",Brasília,DF,70315-000,-15.799,-47.88558
Bar do Calaf,4.5,"SBS, Quadra 2",Brasília,DF,70070-120,-15.799,-47.88558
CONIC,3.5,"SCS Quadra, 01",Brasília,DF,70393-900,-15.799,-47.88558
Fratello Uno Pizzaria,4.5,"CLS, 103",Brasília,DF,70343-530,-15.799,-47.88558
Tomatzo,4.5,Centro Comercial Conjunto Nacional,Brasília,DF,70077-900,-15.799,-47.88558
Dom Francisco Restaurante,4.5,SCS Q 7 BL A  lj 255,Brasília,DF,70307-000,-15.799,-47.88558
Brasilia TV Tower,4.5,Eixo Monumental,Brasília,DF,70070-350,-15.799,-47.88558
Cavalcante Ki Filé,4.5,"CLN, 405",Brasília,MA,70846-510,-15.799,-47.88558
Panelinhas do Brasil,3.5,"SBS Quadra 01 Bloco C,19",Brasília,DF,70070110,-15.799,-47.88558
Museu Nacional de Brasília,4.0,"Setor Cultural Sul, Lote 2",Brasilia,DF,70310-000,-15.799,-47.88558
Outro Calaf,3.5,"SBS, 2",Brasília,DF,70346-090,-15.799,-47.88558
La Gioconda,4.5,CLS 102 BL D  lj 35,Brasília,DF,70330-545,-15.799,-47.88558
Kebab in Brasília,4.5,"Setor Hoteleiro Sul, 5",Brasília,DF,72011-000,-15.799,-47.88558
Ticiana Werner Restaurante & Empório,4.0,CLS 201,Brasília,DF,70232-530,-15.799,-47.88558
Nazareth Café,4.5,"SRTVS, 701",Brasília,DF,70340-000,-15.799,-47.88558
Taioba,4.0,"SCS Q 1 BL M, 2-6",Brasília,DF,70301-000,-15.799,-47.88558
Diamantina,5.0,"SHN Quadra 2, Bloco E",Brasília,DF,70702-904,-15.799,-47.88558
Dudu Camargo Bar & Restaurante,4.5,"CLS, 303",Brasília,DF,70336-510,-15.80552,-47.89005
Fratello Uno Pizzaria,4.5,"CLS, 103",Brasília,DF,70343-530,-15.80552,-47.89005
Dona Lenha,4.5,"SCLS, 202",Brasília,DF,70232-535,-15.80552,-47.89005
Capital Pizzaria Express,3.0,EQS 102/103  bl A lj 107,Brasília,DF,70330-400,-15.80552,-47.89005
Nippon Restaurante,4.0,CLS 403 BL A  lj 28,Brasília,DF,70237-510,-15.80552,-47.89005
L'entrecôte de Paris,4.0,CLS 402,Brasília,DF,70237-540,-15.80552,-47.89005
Peixe na Rede,5.0,CLS 405,Brasília,DF,70632-100,-15.80552,-47.89005
Estação 102,4.0,"EQS Bloco B, 9",Asa Sul,DF,70330-400,-15.80552,-47.89005
Estação do Guaraná,4.0,CLS 106 BL B  lj 3,Brasília,DF,70345-520,-15.80552,-47.89005
Sumô Sushi Lounge,4.0,"CLS, 204",Brasília,DF,70234-510,-15.80552,-47.89005
Sky's Burger,4.0,CLS 106,Brasília,DF,70345-520,-15.80552,-47.89005
Bar do Calaf,4.5,"SBS, Quadra 2",Brasília,DF,70070-120,-15.80552,-47.89005
Fritz Restaurante,4.5,CLS 404,Brasília,DF,70238-500,-15.80552,-47.89005
Mr Brownie,4.0,CLS 103,Brasília,DF,70744-540,-15.80552,-47.89005
Fred Restaurante,4.0,SCLS 405,Brasília,DF,70239-520,-15.80552,-47.89005
Inácia Poulet Rôti,4.0,"CLS 103 Bloco B, 34",Sudoeste,DF,70342-520,-15.80552,-47.89005
DNA Natural,3.5,"CLS 104, 01",Plano Piloto,DF,70382-520,-15.80552,-47.89005
La Gioconda,4.5,CLS 102 BL D  lj 35,Brasília,DF,70330-545,-15.80552,-47.89005
Bar Brasil,4.0,Bloco A - Loja 109 - Eqs 102/103,Asa Sul,DF,70309-000,-15.80552,-47.89005
Pizzaria Molho de Tomate,4.0,CLS 403 BL A  lj 12,Brasília,DF,70237-510,-15.80552,-47.89005
Dudu Camargo Bar & Restaurante,4.5,"CLS, 303",Brasília,DF,70336-510,-15.80048,-47.894
Madero Brasília,4.0,"SCS, Quadra 07, Bloco A, s/n",Brasília,DF,,-15.80048,-47.894
Dona Lenha,4.5,"SCLS, 202",Brasília,DF,70232-535,-15.80048,-47.894
Fogo de Chão,4.0,"SHS Q, 5",Brasília,DF,70315-000,-15.80048,-47.894
Fratello Uno Pizzaria,4.5,"CLS, 103",Brasília,DF,70343-530,-15.80048,-47.894
Parque Ana Lídia,4.5,"Parque da Cidade, s/n",Brasília,DF,,-15.80048,-47.894
L'entrecôte de Paris,4.0,CLS 402,Brasília,DF,70237-540,-15.80048,-47.894
Nazareth Café,4.5,"SRTVS, 701",Brasília,DF,70340-000,-15.80048,-47.894
Nippon Restaurante,4.0,CLS 403 BL A  lj 28,Brasília,DF,70237-510,-15.80048,-47.894
Brasil Vexado,3.5,CLS 302 BL D  lj 34,Brasília,DF,70338-540,-15.80048,-47.894
Projeto Light,5.0,"CRS 504 Bl C, 35",Asa Sul,DF,70331-535,-15.80048,-47.894
Torteria di Lorenza,4.0,"CLS 302 Bloco B, 4",Brasília,DF,70338-520,-15.80048,-47.894
Bar e Restaurante Carolina,4.0,"CRS 502 Bloco C, 2",Shcn,DF,70330-530,-15.80048,-47.894
Dom Francisco,4.5,CLS 402,Brasília,DF,70236-520,-15.80048,-47.894
Pizzaria Molho de Tomate,4.0,CLS 403 BL A  lj 12,Brasília,DF,70237-510,-15.80048,-47.894
Zimbrus,4.0,CLS 305 BL D  lj 1,Brasília,DF,70352-540,-15.80048,-47.894
Kebab in Brasília,4.5,"Setor Hoteleiro Sul, 5",Brasília,DF,72011-000,-15.80048,-47.894
Panificadora Primavera,4.0,"CLS 302 Bloco A, 24",Brasília,DF,70338-510,-15.80048,-47.894
Cantina da Massa,4.0,CLS 302 BL A  lj 04,Brasília,DF,70338-510,-15.80048,-47.894
Distribuidora de Bebidas Piauí,4.0,CLS 403,Brasília,DF,70237-520,-15.80048,-47.894
Sebinho,4.5,"CLN 406 Bloco C, 44",Brasília,DF,70847-530,-15.765416,-47.8822458
Koni,4.0,CLN 107 Bloco D,Asa Norte,DF,70743-587,-15.765416,-47.8822458
Bar Beirute,4.0,"CLN, 107",Brasília,DF,70372-510,-15.765416,-47.8822458
Feitiço Mineiro Restaurante,4.5,CLN 306 BL D  lj 45/51,Brasília,DF,70745-540,-15.765416,-47.8822458
Mucho Gusto Gastronomia,4.5,CLN 309 BL A  lj 20,Brasília,DF,70755-510,-15.765416,-47.8822458
Carcassonne Pub,4.0,CLN 407,Brasília,DF,70855-050,-15.765416,-47.8822458
Mr. Brownie,4.5,"CLN, 108",Brasília,DF,70744-540,-15.765416,-47.8822458
Pedacinho Pizzas,4.0,"CLN 108 Bloco B, 8",Brasília,DF,70744-520,-15.765416,-47.8822458
Vincent,4.5,"CLN, 409",Brasília,DF,70857-510,-15.765416,-47.8822458
Alfredo's,4.0,"SCLN, 408",Brasília,DF,70856-530,-15.765416,-47.8822458
Soares e Souza Emporio,4.0,"CLN 212 BL B, 0 - Asa Norte",Brasília - Asa Norte,DF,70864-520,-15.765416,-47.8822458
Pinella,4.5,CLN 408,Brasília,DF,70856-520,-15.765416,-47.8822458
Maori Gastronomia,4.5,"CLN, 110",Brasília,DF,70753-000,-15.765416,-47.8822458
Restaurante Careca,4.0,"CLN, 407",Brasília,DF,70855-520,-15.765416,-47.8822458
BFC,4.0,Cln 110 BLOCO B LOJA 62,Shcn,DF,,-15.765416,-47.8822458
Mesclattino,4.5,"Cln 107 Norte, bloco D, loja 43",Shcn,DF,,-15.765416,-47.8822458
Maestra Vida Restaurante,5.0,"Comércio Local Norte, 107",Brasília,DF,70743-530,-15.765416,-47.8822458
El Paso Texas,4.0,CLN 110,Brasília,DF,70753-520,-15.765416,-47.8822458
Faz Bem,4.0,"SCLN 407 Bloco E, 59",Shcn,DF,70855-550,-15.765416,-47.8822458
Palato Ice Cream Shop,4.0,"CLN 309 Bloco A, 28",Brasília,DF,70755-510,-15.765416,-47.8822458
Alfredo's,4.0,"SCLN, 408",Brasília,DF,70856-530,-15.76071938,-47.87787
Senado Pizzaria,3.5,"CLN 408 Bloco E, 04",Shcn,DF,70856-550,-15.76071938,-47.87787
Sebinho,4.5,"CLN 406 Bloco C, 44",Brasília,DF,70847-530,-15.76071938,-47.87787
Pinella,4.5,CLN 408,Brasília,DF,70856-520,-15.76071938,-47.87787
Vincent,4.5,"CLN, 409",Brasília,DF,70857-510,-15.76071938,-47.87787
Hamburgueria do Francês,3.5,"CLN 409 Bloco B, 53",Brasília,DF,70857-520,-15.76071938,-47.87787
Xis Gaúcho,4.0,"CLN, 408",Brasília,DF,70856-500,-15.76071938,-47.87787
Bar Beirute,4.0,"CLN, 107",Brasília,DF,70372-510,-15.76071938,-47.87787
Vale da Lua,4.0,"CLN, 408",Brasília,DF,70856-540,-15.76071938,-47.87787
Barkowski,4.5,"CLN 408, bloco C, 62",Brasília,DF,70856-530,-15.76071938,-47.87787
Aleatório Galeria Bar,4.5,"Cln, 408",Brasília,DF,70000-000,-15.76071938,-47.87787
Bar Raízes,3.5,"CLN 408 BL D, 28",Brasília,DF,70753-540,-15.76071938,-47.87787
In The Bar,4.0,"CLN 408 Bloco B, 58",Brasília,DF,70856-520,-15.76071938,-47.87787
Carcassonne Pub,4.0,CLN 407,Brasília,DF,70855-050,-15.76071938,-47.87787
Caldo Fino,5.0,"SQN, 409",Shcn,DF,,-15.76071938,-47.87787
Stadt Bier,4.0,CLN 409,Brasília,DF,70857-510,-15.76071938,-47.87787
Bar Godofredo,4.0,CLN 408,Brasília,DF,70856-520,-15.76071938,-47.87787
Pizzaria Molho de Tomate,4.0,"Cln 408 Bloco D, 8",Brasília,DF,70856-540,-15.76071938,-47.87787
Bar Pôr do Sol,3.5,"CLN 408 BL. C, 16",Shcn,DF,70856-530,-15.76071938,-47.87787
Koni,4.0,CLN 107 Bloco D,Asa Norte,DF,70743-587,-15.76071938,-47.87787
Sebinho,4.5,"CLN 406 Bloco C, 44",Brasília,DF,70847-530,-15.769631,-47.878498
Carcassonne Pub,4.0,CLN 407,Brasília,DF,70855-050,-15.769631,-47.878498
Feitiço Mineiro Restaurante,4.5,CLN 306 BL D  lj 45/51,Brasília,DF,70745-540,-15.769631,-47.878498
Confraria Chico Mineiro,4.5,"SCLN, 104",Brasília,DF,70733-040,-15.769631,-47.878498
Bar Beirute,4.0,"CLN, 107",Brasília,DF,70372-510,-15.769631,-47.878498
Daniel Briand Patissier & Chocolatier,4.0,"CLN, 104",Brasília,DF,70733-540,-15.769631,-47.878498
Naturetto Natural,4.0,"CLN 405, Bloco C",Brasília,DF,70846-530,-15.769631,-47.878498
Restaurante Careca,4.0,"CLN, 407",Brasília,DF,70855-520,-15.769631,-47.878498
Bla’s,4.0,"CLN, 406",Brasília,DF,70847-540,-15.769631,-47.878498
Faz Bem,4.0,"SCLN 407 Bloco E, 59",Shcn,DF,70855-550,-15.769631,-47.878498
Orgutal,4.0,"SCLN 205 bloco A, 3",Brasília,DF,70843-510,-15.769631,-47.878498
Soares e Souza Emporio,4.0,"CLN 212 BL B, 0 - Asa Norte",Brasília - Asa Norte,DF,70864-520,-15.769631,-47.878498
Koni,4.0,CLN 107 Bloco D,Asa Norte,DF,70743-587,-15.769631,-47.878498
Mr. Brownie,4.5,"CLN, 108",Brasília,DF,70744-540,-15.769631,-47.878498
Ashram,4.5,Scn 103,Brasília,DF,70732-510,-15.769631,-47.878498
Sorbê Sorvetes Artesanais,4.0,"CLN 405, Bloco C",Brasília,DF,70846-530,-15.769631,-47.878498
Mistura Fina Crepe & Pizza,4.5,SCLN 409 Bloco C Loja 15,Brasília,DF,70856-530,-15.769631,-47.878498
Senhora Empada Uma Senhora Massa,4.5,"CLN 203 Bloco D, 11",Brasília,DF,70833-540,-15.769631,-47.878498
Talher Brasil,3.5,CLN 306 BL E  lj 7,Brasília,DF,70745-550,-15.769631,-47.878498
Gordeixo Pizzaria,4.5,CLN 306 BL B  lj 13,Brasília,DF,70745-520,-15.769631,-47.878498
Sebinho,4.5,"CLN 406 Bloco C, 44",Brasília,DF,70847-530,-15.76539,-47.87646
Carcassonne Pub,4.0,CLN 407,Brasília,DF,70855-050,-15.76539,-47.87646
Faz Bem,4.0,"SCLN 407 Bloco E, 59",Shcn,DF,70855-550,-15.76539,-47.87646
Bla’s,4.0,"CLN, 406",Brasília,DF,70847-540,-15.76539,-47.87646
Restaurante Careca,4.0,"CLN, 407",Brasília,DF,70855-520,-15.76539,-47.87646
Alfredo's,4.0,"SCLN, 408",Brasília,DF,70856-530,-15.76539,-47.87646
Vincent,4.5,"CLN, 409",Brasília,DF,70857-510,-15.76539,-47.87646
Pastel de Vento,4.0,CLN 407 BL E  lj 9,Brasília,DF,70855-550,-15.76539,-47.87646
Pinella,4.5,CLN 408,Brasília,DF,70856-520,-15.76539,-47.87646
Ki Sabor,3.0,"CLN, 406",Brasília,DF,70833-520,-15.76539,-47.87646
Koni,4.0,CLN 107 Bloco D,Asa Norte,DF,70743-587,-15.76539,-47.87646
Hamburgueria do Francês,3.5,"CLN 409 Bloco B, 53",Brasília,DF,70857-520,-15.76539,-47.87646
Casa de Biscoitos Mineiros,4.5,CLN 210,Brasília,DF,70862-540,-15.76539,-47.87646
Churrascaria Potência Grill,4.5,SCEN TR 1  lt 12,Brasília,DF,70800-110,-15.76539,-47.87646
Bar Godofredo,4.0,CLN 408,Brasília,DF,70856-520,-15.76539,-47.87646
In The Bar,4.0,"CLN 408 Bloco B, 58",Brasília,DF,70856-520,-15.76539,-47.87646
Restaurante e Bar da Val,4.0,"CLN 407, Bl. D, Lj. 72",Shcn,DF,70855-540,-15.76539,-47.87646
Mistura Fina Crepe & Pizza,4.5,SCLN 409 Bloco C Loja 15,Brasília,DF,70856-530,-15.76539,-47.87646
Cafezinho,3.5,"SQN 407 BL E, 3",Shcn,DF,70855-550,-15.76539,-47.87646
Caldo Fino,5.0,"SQN, 409",Shcn,DF,,-15.76539,-47.87646
L'entrecôte de Paris,4.0,CLS 402,Brasília,DF,70237-540,-15.8093871,-47.883783
Nippon Restaurante,4.0,CLS 403 BL A  lj 28,Brasília,DF,70237-510,-15.8093871,-47.883783
Dudu Camargo Bar & Restaurante,4.5,"CLS, 303",Brasília,DF,70336-510,-15.8093871,-47.883783
Dona Lenha,4.5,"SCLS, 202",Brasília,DF,70232-535,-15.8093871,-47.883783
Dom Francisco,4.5,CLS 402,Brasília,DF,70236-520,-15.8093871,-47.883783
Distribuidora de Bebidas Piauí,4.0,CLS 403,Brasília,DF,70237-520,-15.8093871,-47.883783
Gendai,4.0,CLS 403 BL D  lj 10,Brasília,DF,70237-540,-15.8093871,-47.883783
Limoncello Ristorante,4.5,"CLS, 402",Asa Sul,DF,70236-510,-15.8093871,-47.883783
Pizzaria Molho de Tomate,4.0,CLS 403 BL A  lj 12,Brasília,DF,70237-510,-15.8093871,-47.883783
Naturetto Família,4.0,CLS 403,Brasília,DF,70237-530,-15.8093871,-47.883783
Peixe na Rede,5.0,CLS 405,Brasília,DF,70632-100,-15.8093871,-47.883783
"Lake's Restaurante Asa Sul: Gastronomia, Vinhos, Grelhados",4.5,CLS 402 BL C  lj 15,Brasília,DF,70236-530,-15.8093871,-47.883783
Fratello Uno Pizzaria,4.5,"CLS, 103",Brasília,DF,70343-530,-15.8093871,-47.883783
Bar do Calaf,4.5,"SBS, Quadra 2",Brasília,DF,70070-120,-15.8093871,-47.883783
Fritz Restaurante,4.5,CLS 404,Brasília,DF,70238-500,-15.8093871,-47.883783
Tostex,4.0,"SCLS, 403",Brasília,DF,,-15.8093871,-47.883783
Fred Restaurante,4.0,SCLS 405,Brasília,DF,70239-520,-15.8093871,-47.883783
Sumô Sushi Lounge,4.0,"CLS, 204",Brasília,DF,70234-510,-15.8093871,-47.883783
Boteco do Juca,3.5,CLS 405,Brasília,DF,70238-510,-15.8093871,-47.883783
Olivae Restaurante,4.0,"CLS, 405",Brasília,DF,70238-510,-15.8093871,-47.883783
Nossa Cozinha Bistrô,4.0,"CLN 402 BL C, 60",Brasília,DF,70834-530,-15.7809333,-47.8742053
Cantucci,4.0,"CLN 403 Bloco E, 03",Brasília,DF,70835-550,-15.7809333,-47.8742053
Coco Bambu,4.0,"SCN Quadra, 5",Shcn,DF,70715-900,-15.7809333,-47.8742053
Objeto Encontrado,4.0,"CLN 102, Bloco B",Brasília,DF,70722-520,-15.7809333,-47.8742053
Hajimê,4.0,"SCLN, 201",Brasília,DF,70832-530,-15.7809333,-47.8742053
Velvet PUB,4.0,"Cln 102 bloco B, 28-32",Shcn,DF,70722-520,-15.7809333,-47.8742053
Chaminé Cervejaria e Restaurante,4.0,"CLN 402 Bl. A, 19",Shcn,DF,70710-100,-15.7809333,-47.8742053
Daniel Briand Patissier & Chocolatier,4.0,"CLN, 104",Brasília,DF,70733-540,-15.7809333,-47.8742053
Sua Cozinha Take-Out,4.5,"SCLN 402 Bloco C, 56",Shcn,DF,70834-530,-15.7809333,-47.8742053
Flor de Lotus Restaurante Natural,4.5,CLN 102 BL A  lj 48,Brasília,DF,70722-510,-15.7809333,-47.8742053
Cristina Colina da Pedra Cafés Especiais,5.0,"CLN 202 Norte, Bloco A, Loja 45",Shcn,DF,70832-515,-15.7809333,-47.8742053
Calamares Restaurante,3.5,CLN 403 BL C  lj 19,Brasília,DF,70835-530,-15.7809333,-47.8742053
Alpinus Galeteria e Choperia,4.0,Parque da Cidade,Brasília,DF,70610-300,-15.7809333,-47.8742053
Subway,3.5,"SCLN, 402",Brasília,DF,70834-530,-15.7809333,-47.8742053
Fábrica dos Bolos,4.0,"CLN 402, Bl. A,16",Brasília,DF,70834-510,-15.7809333,-47.8742053
Armazém do Ferreira,4.0,"Cln 202 Bloco A, 1",Brasília,DF,70832-515,-15.7809333,-47.8742053
Ashram,4.5,Scn 103,Brasília,DF,70732-510,-15.7809333,-47.8742053
Tempero da Bisa,4.0,SCLN 403 bl. E,Brasília,DF,70835-550,-15.7809333,-47.8742053
Cachorro quente,4.0,Proximo a CLN 402 Bloco E,Brasília,DF,70834-550,-15.7809333,-47.8742053
Senhora Empada Uma Senhora Massa,4.5,"CLN 203 Bloco D, 11",Brasília,DF,70833-540,-15.7809333,-47.8742053
Brazilian American Burguer,5.0,"CLSW, 301",Brasilia,DF,70673-603,-15.797501,-47.919256
Hajime Japanese Food,4.0,"CLSW 100 BL A, 01",Brasília,DF,70670-051,-15.797501,-47.919256
Bella Gula,4.5,Clsw 301,Brasília,DF,70673-602,-15.797501,-47.919256
Frango no Pote,4.0,"CLSW 101, Bloco B, 94",Sudoeste,DF,70670-502,-15.797501,-47.919256
Brigadeirando,4.0,CLSW 100,Brasília,DF,70670-051,-15.797501,-47.919256
Fausto & Manoel,3.5,CLSW 101 BL C  lj 8,Cruzeiro,DF,70670-503,-15.797501,-47.919256
Trattoria 101,4.0,CLSW 101,Brasília,DF,70670-503,-15.797501,-47.919256
Primeiro Cozinha de Bar,3.5,"Sig Quadra, 8",Brasilia,DF,,-15.797501,-47.919256
Sadik Empório Árabe,4.0,"CLSW 100, Bloco A, Lojas 19/20",Cruzeiro,DF,70670-051,-15.797501,-47.919256
Maki San,5.0,CLSW 301,Brasilia,AC,70673-602,-15.797501,-47.919256
Panda China,5.0,CLSW 301 BL A 82,Cruzeiro,DF,70673-601,-15.797501,-47.919256
Machado's Restaurante e Buffet,4.0,CLSW 101 BL C  lj 48,Cruzeiro,DF,70670-503,-15.797501,-47.919256
