Name,Rating,Address,City,State,ZIP Code,Latitude,Longitude
China Station,3.0,CLSW 101 BL A  lj 82,Cruzeiro,DF,70670-501,-15.797501,-47.919256
Brazilian Ice Cream,4.5,Primeira Avenida 3,Brasília,DF,,-15.797501,-47.919256
Meatz,5.0,QI 27,Brasilia,DF,71736-303,-15.797501,-47.919256
La Crêperie,4.5,CLSW 301,Sudoeste,DF,70673-603,-15.797501,-47.919256
Gibão Carne de Sol,4.5,"Lanchonete, 7",Sps,DF,70610-300,-15.797501,-47.919256
Sushi Way,3.5,"CLSW 100, Bloco A",Brasília,DF,70670-521,-15.797501,-47.919256
Pão Dourado,3.5,CLSW 301 BL A  lj 26,Cruzeiro,DF,70673-601,-15.797501,-47.919256
Hum! Burger,4.5,"SIG Quadra 08, lote 2385",Brasília,DF,70610-480,-15.797501,-47.919256
Ulysses Guimarães Convention Center,4.5,"SDC, Ala Sul, 1º andar",Brasília,DF,70070-350,-15.7864,-47.91002
Memorial JK,3.5,"Eixo Monumental, s/n",Brasília,DF,70070-300,-15.7864,-47.91002
Memorial dos Povos Indígenas,3.5,Eixo Monumental Oeste,Brasília,DF,78548-000,-15.7864,-47.91002
Brasília,4.0,Brasilia,Brasília,DF,,-15.7864,-47.91002
Primeiro Cozinha de Bar,3.5,"Sig Quadra, 8",Brasilia,DF,,-15.7864,-47.91002
Trakinagem,4.5,"SIG Q, 1",Brasília,DF,70610-410,-15.7864,-47.91002
Praça do Buriti,3.0,Zona Cívico-Administrativa,Brasília,DF,70091-900,-15.7864,-47.91002
Restaurante Tia Tona,2.5,"SIG Quadra, 2",Brasília,DF,70610-420,-15.7864,-47.91002
Secretaria de Turismo do Distrito Federal,4.5,Eixo Monumental,Brasília,DF,,-15.7864,-47.91002
Restaurante Fogão Nativo,5.0,"SIG, 3",Brasília,DF,70610-430,-15.7864,-47.91002
Nazo Sushibar,3.0,"SIG, Quadra, 8 - 2375",Brasilia,DF,70610-480,-15.7864,-47.91002
Fusion Restaurante,2.5,"Av. Primeira, 6430",Brasilia,DF,,-15.7864,-47.91002
Na Hora,4.0,"SIG Quadra, 6-8",Brasília,DF,70610-460,-15.7864,-47.91002
Peixe na Rede,4.0,"CLSW 102 Bloco B, 51",Brasília,DF,70670-512,-15.7864,-47.91002
Morada Do Suco,2.0,CLSW 300A Bloco 2 Loja 110,Brasília,DF,,-15.7864,-47.91002
Restaurante e Lanchonete Kanoas,2.0,"SIG Quadra 6, 2210",Brasília,DF,70610460,-15.7864,-47.91002
Jin Jin Wok,4.0,SHC AOS  lt 05 lj 218,Cruzeiro,DF,70640-001,-15.7864,-47.91002
Infinity Restaurante,3.0,"SIG Quadra, 6",Brasília,DF,70610-460,-15.7864,-47.91002
Restaurante e Lanchonete Bendita Gula,3.0,SHCSW CHSW Bl 3/4/5  s 157 s 158 s 159,Cruzeiro,DF,70673-416,-15.7864,-47.91002
Roadhouse Grill,3.0,AOS 2/8 LT 5  lj 118 pi 1,Cruzeiro,DF,70660-900,-15.7864,-47.91002
Memorial JK,3.5,"Eixo Monumental, s/n",Brasília,DF,70070-300,-15.78524,-47.9136
Memorial dos Povos Indígenas,3.5,Eixo Monumental Oeste,Brasília,DF,78548-000,-15.78524,-47.9136
Brasília,4.0,Brasilia,Brasília,DF,,-15.78524,-47.9136
Bar Beco,3.5,"CLS 407 Bl. A, 34",Brasília,DF,70673-204,-15.78524,-47.9136
Morada Do Suco,2.0,CLSW 300A Bloco 2 Loja 110,Brasília,DF,,-15.78524,-47.9136
Trakinagem,4.5,"SIG Q, 1",Brasília,DF,70610-410,-15.78524,-47.9136
Nazo Sushibar,3.0,"SIG, Quadra, 8 - 2375",Brasilia,DF,70610-480,-15.78524,-47.9136
Estação do Marrocos,4.5,"QMSW, 06",Sudoeste,DF,70680-600,-15.78524,-47.9136
Peixe na Rede,4.0,"CLSW 102 Bloco B, 51",Brasília,DF,70670-512,-15.78524,-47.9136
Fábrica dos Bolos,3.5,"SCLS 303 Bl. B, 05",Brasília,DF,70336-520,-15.78524,-47.9136
Na Hora,4.0,"SIG Quadra, 6-8",Brasília,DF,70610-460,-15.78524,-47.9136
Restaurante e Lanchonete Kanoas,2.0,"SIG Quadra 6, 2210",Brasília,DF,70610460,-15.78524,-47.9136
Restaurante Tia Tona,2.5,"SIG Quadra, 2",Brasília,DF,70610-420,-15.78524,-47.9136
Praça do Buriti,3.0,Zona Cívico-Administrativa,Brasília,DF,70091-900,-15.78524,-47.9136
Infinity Restaurante,3.0,"SIG Quadra, 6",Brasília,DF,70610-460,-15.78524,-47.9136
Pizza Insana,3.5,"CLS 407 bloco A,16",Sudoeste,DF,70673-204,-15.78524,-47.9136
El Paso Texas,4.0,CLN 110,Brasília,DF,70753-520,-15.75447,-47.88741
Feitiço Mineiro Restaurante,4.5,CLN 306 BL D  lj 45/51,Brasília,DF,70745-540,-15.75447,-47.88741
Saborella,4.0,"CLN, 112",Brasília,DF,70762-530,-15.75447,-47.88741
Mucho Gusto Gastronomia,4.5,CLN 309 BL A  lj 20,Brasília,DF,70755-510,-15.75447,-47.88741
Dona Lenha 413 Norte,4.5,CLN 413,Brasília,DF,70876-540,-15.75447,-47.88741
Toscanello,4.5,"CLN 111 Bloco D,11-15",Brasília,DF,70754-540,-15.75447,-47.88741
Maori Gastronomia,4.5,"CLN, 110",Brasília,DF,70753-000,-15.75447,-47.88741
La Fornacella,5.0,CLN 312 Bloco B,Brasília,DF,70765-520,-15.75447,-47.88741
BFC,4.0,Cln 110 BLOCO B LOJA 62,Shcn,DF,,-15.75447,-47.88741
Açaí da Amazônia,4.0,"CLN 311 Bloco B, 34",Brasília,DF,70757-520,-15.75447,-47.88741
Asa Gaúcha Restaurante,4.5,"SCLRN 709 BL E, 56",Brasília,DF,70750-515,-15.75447,-47.88741
Santé 13,4.5,"SCLN 413, Bloco A, 40",Brasília,DF,70876-510,-15.75447,-47.88741
Vincent,4.5,"CLN, 409",Brasília,DF,70857-510,-15.75447,-47.88741
Pacífico Restaurante,4.5,CLN 204 BL A  lj 37,Brasília,DF,70842-510,-15.75447,-47.88741
Alfredo's,4.0,"SCLN, 408",Brasília,DF,70856-530,-15.75447,-47.88741
Tio Gu Café Creperia,5.0,"SCLN, 212",Shcn,DF,,-15.75447,-47.88741
Kikebab Kebaberia,3.5,"SCLN 110 Bloco B, 38",Brasília,DF,70753-520,-15.75447,-47.88741
Pinella,4.5,CLN 408,Brasília,DF,70856-520,-15.75447,-47.88741
El Negro,4.5,"CLN, 413",Shcn,DF,,-15.75447,-47.88741
Careca,4.0,CLN 310,Brasília,DF,70756-540,-15.75447,-47.88741
Feitiço Mineiro Restaurante,4.5,CLN 306 BL D  lj 45/51,Brasília,DF,70745-540,-15.75565,-47.89678
Mucho Gusto Gastronomia,4.5,CLN 309 BL A  lj 20,Brasília,DF,70755-510,-15.75565,-47.89678
Asa Gaúcha Restaurante,4.5,"SCLRN 709 BL E, 56",Brasília,DF,70750-515,-15.75565,-47.89678
La Fornacella,5.0,CLN 312 Bloco B,Brasília,DF,70765-520,-15.75565,-47.89678
Carne de Sol,4.0,"SHCGN 712 Bloco D, 9",Brasília,DF,70760-704,-15.75565,-47.89678
Maori Gastronomia,4.5,"CLN, 110",Brasília,DF,70753-000,-15.75565,-47.89678
BFC,4.0,Cln 110 BLOCO B LOJA 62,Shcn,DF,,-15.75565,-47.89678
Saborella,4.0,"CLN, 112",Brasília,DF,70762-530,-15.75565,-47.89678
El Paso Texas,4.0,CLN 110,Brasília,DF,70753-520,-15.75565,-47.89678
Marzuk,4.0,"SCRN, 708-709",Brasília,DF,70741-610,-15.75565,-47.89678
Palato Ice Cream Shop,4.0,"CLN 309 Bloco A, 28",Brasília,DF,70755-510,-15.75565,-47.89678
Açaí da Amazônia,4.0,"CLN 311 Bloco B, 34",Brasília,DF,70757-520,-15.75565,-47.89678
Toscanello,4.5,"CLN 111 Bloco D,11-15",Brasília,DF,70754-540,-15.75565,-47.89678
Talher Brasil,3.5,CLN 306 BL E  lj 7,Brasília,DF,70745-550,-15.75565,-47.89678
Alquimia Açaí e Vitaminas,4.5,"CRN 710-711 Bl. C, 37",Shcgn,DF,70750-550,-15.75565,-47.89678
Careca,4.0,CLN 310,Brasília,DF,70756-540,-15.75565,-47.89678
Gordeixo Pizzaria,4.5,CLN 306 BL B  lj 13,Brasília,DF,70745-520,-15.75565,-47.89678
Chez Michou,4.0,"SCLN 207  bloco A,  20 - 30",Brasília,DF,70852-500,-15.75565,-47.89678
Natural Terraviva,4.5,"CLN 202 Bloco D, 47",Brasília,DF,70832-545,-15.75565,-47.89678
Kikebab Kebaberia,3.5,"SCLN 110 Bloco B, 38",Brasília,DF,70753-520,-15.75565,-47.89678
Dudu Camargo Bar & Restaurante,4.5,"CLS, 303",Brasília,DF,70336-510,-15.80371,-47.89677
Fratello Uno Pizzaria,4.5,"CLS, 103",Brasília,DF,70343-530,-15.80371,-47.89677
Bar Brasília,4.0,CRS 506 BL A  lj 15,Brasília,DF,70350-515,-15.80371,-47.89677
Madero Brasília,4.0,"SCS, Quadra 07, Bloco A, s/n",Brasília,DF,,-15.80371,-47.89677
Loca Como Tu Madre,4.0,"Comércio Local Sul, 306",Brasília,DF,70353-530,-15.80371,-47.89677
Estação do Guaraná,4.0,CLS 106 BL B  lj 3,Brasília,DF,70345-520,-15.80371,-47.89677
Sky's Burger,4.0,CLS 106,Brasília,DF,70345-520,-15.80371,-47.89677
Restaurante Natural Green's,3.5,"CLS 202 BL C, 4",Brasília,DF,70232-535,-15.80371,-47.89677
Zimbrus,4.0,CLS 305 BL D  lj 1,Brasília,DF,70352-540,-15.80371,-47.89677
La Boulangerie,4.0,"SQS 306 Bloco B, 10",Brasília,DF,70353-020,-15.80371,-47.89677
Vitamina Central,4.5,CRS 506 BL A  lj 63,Brasília,DF,70350-515,-15.80371,-47.89677
Marzuk,4.5,Cls 106 Bloco B Loja 31,Asa Sul,DF,70345-520,-15.80371,-47.89677
Carpe Diem,4.5,CLS 104 BL D  lj 1,Brasília,DF,70343-540,-15.80371,-47.89677
Sumô Sushi Lounge,4.0,"CLS, 204",Brasília,DF,70234-510,-15.80371,-47.89677
Restaurante China,4.0,CLS 103 BL D  lj 2,Brasília,DF,70342-540,-15.80371,-47.89677
Riders Café,4.0,"W3 Norte 510, Bloco E, 450",Brasília,DF,70750520,-15.80371,-47.89677
Marvin American Burguer,4.0,CLS 103 BL A  lj 2,Brasília,DF,70342-510,-15.80371,-47.89677
Inácia Poulet Rôti,4.0,"CLS 103 Bloco B, 34",Sudoeste,DF,70342-520,-15.80371,-47.89677
Casa de Biscoitos Mineiros,4.0,SCLS 106,Brasília,DF,70345-510,-15.80371,-47.89677
Mr Brownie,4.0,CLS 103,Brasília,DF,70744-540,-15.80371,-47.89677
Parque Ana Lídia,4.5,"Parque da Cidade, s/n",Brasília,DF,,-15.79498,-47.89508
Madero Brasília,4.0,"SCS, Quadra 07, Bloco A, s/n",Brasília,DF,,-15.79498,-47.89508
Fogo de Chão,4.0,"SHS Q, 5",Brasília,DF,70315-000,-15.79498,-47.89508
Dudu Camargo Bar & Restaurante,4.5,"CLS, 303",Brasília,DF,70336-510,-15.79498,-47.89508
Brasilia TV Tower,4.5,Eixo Monumental,Brasília,DF,70070-350,-15.79498,-47.89508
Ulysses Guimarães Convention Center,4.5,"SDC, Ala Sul, 1º andar",Brasília,DF,70070-350,-15.79498,-47.89508
Kebab in Brasília,4.5,"Setor Hoteleiro Sul, 5",Brasília,DF,72011-000,-15.79498,-47.89508
Nazareth Café,4.5,"SRTVS, 701",Brasília,DF,70340-000,-15.79498,-47.89508
Parque Nicolândia,3.0,"Parque Recreativo Sarah Kubitschek, 12",Brasília,DF,70610-300,-15.79498,-47.89508
Vivenda do Camarão,4.0,"SCS Quadra, 07",Brasília,DF,,-15.79498,-47.89508
Mosaico Grill,4.0,CLS 311 BL A - Asa Sul,Brasília - Asa Sul,DF,70364-510,-15.79498,-47.89508
Diamantina,5.0,"SHN Quadra 2, Bloco E",Brasília,DF,70702-904,-15.79498,-47.89508
Restaurante San Marco,5.0,"Setor Hoteleiro Sul Quadra, 05",Brasília,DF,72011-000,-15.79498,-47.89508
La Gioconda,4.5,CLS 102 BL D  lj 35,Brasília,DF,70330-545,-15.79498,-47.89508
Le Grand Restaurante,3.0,"SCS 202 Bloco B, 38",Brasília,DF,73025-045,-15.79498,-47.89508
Projeto Light,5.0,"CRS 504 Bl C, 35",Asa Sul,DF,70331-535,-15.79498,-47.89508
Dom Francisco Restaurante,4.5,SCS Q 7 BL A  lj 255,Brasília,DF,70307-000,-15.79498,-47.89508
Páprica Burger,4.5,"SHS, s/n",Brasília,DF,70297-400,-15.79498,-47.89508
The Falls,4.0,SHS Q 5 BL H e I,Brasília,DF,70322-912,-15.79498,-47.89508
D'Macarons,4.0,"Eixo Monumental, Setor Divulgação Cultural",Brasília,DF,70070-350,-15.79498,-47.89508
Peixe na Rede,5.0,CLS 405,Brasília,DF,70632-100,-15.81576,-47.88963
El Paso Texas,3.5,"CLS 404 Bloco C, 23",Asa Sul,DF,70238-530,-15.81576,-47.88963
Fred Restaurante,4.0,SCLS 405,Brasília,DF,70239-520,-15.81576,-47.88963
Fritz Restaurante,4.5,CLS 404,Brasília,DF,70238-500,-15.81576,-47.88963
Boteco do Juca,3.5,CLS 405,Brasília,DF,70238-510,-15.81576,-47.88963
Olivae Restaurante,4.0,"CLS, 405",Brasília,DF,70238-510,-15.81576,-47.88963
Toujours Bistrot,4.0,CLS 405 Bloco D,Brasília,DF,70239-530,-15.81576,-47.88963
Empório da Cachaça,4.5,"Scls, 405",Brasília,DF,70239-500,-15.81576,-47.88963
Kojima,4.5,"CLS, 406",Brasília,DF,70256-510,-15.81576,-47.88963
Croasonho,5.0,CLS 405,Brasília,DF,70239-510,-15.81576,-47.88963
L'entrecôte de Paris,4.0,CLS 402,Brasília,DF,70237-540,-15.81576,-47.88963
Fratello Uno Pizzaria,4.5,"CLS, 103",Brasília,DF,70343-530,-15.81576,-47.88963
Maki Temakeria,4.5,CLS 405 BL D  lj 22,Brasília,DF,70239-530,-15.81576,-47.88963
Cachorro quente do Landi,4.5,"Cls, 405",Brasília,DF,71978-700,-15.81576,-47.88963
Nippon Restaurante,4.0,CLS 403 BL A  lj 28,Brasília,DF,70237-510,-15.81576,-47.88963
Cão Véio,3.5,"SCLS, 404",Brasília,DF,70845-550,-15.81576,-47.88963
Pizza Hut,3.0,CLS 405 BL D  lj 36,Brasília,DF,70239-530,-15.81576,-47.88963
Estação do Guaraná,4.0,CLS 106 BL B  lj 3,Brasília,DF,70345-520,-15.81576,-47.88963
Sky's Burger,4.0,CLS 106,Brasília,DF,70345-520,-15.81576,-47.88963
Libanus,3.5,CLS 206,Brasília,DF,70252-530,-15.81576,-47.88963
Sumô Sushi Lounge,4.0,"CLS, 204",Brasília,DF,70234-510,-15.81078,-47.88899
Dudu Camargo Bar & Restaurante,4.5,"CLS, 303",Brasília,DF,70336-510,-15.81078,-47.88899
Peixe na Rede,5.0,CLS 405,Brasília,DF,70632-100,-15.81078,-47.88899
Nippon Restaurante,4.0,CLS 403 BL A  lj 28,Brasília,DF,70237-510,-15.81078,-47.88899
L'entrecôte de Paris,4.0,CLS 402,Brasília,DF,70237-540,-15.81078,-47.88899
Fred Restaurante,4.0,SCLS 405,Brasília,DF,70239-520,-15.81078,-47.88899
El Paso Texas,3.5,"CLS 404 Bloco C, 23",Asa Sul,DF,70238-530,-15.81078,-47.88899
Dona Lenha,4.5,"SCLS, 202",Brasília,DF,70232-535,-15.81078,-47.88899
Kojima,4.5,"CLS, 406",Brasília,DF,70256-510,-15.81078,-47.88899
Boteco do Juca,3.5,CLS 405,Brasília,DF,70238-510,-15.81078,-47.88899
Fratello Uno Pizzaria,4.5,"CLS, 103",Brasília,DF,70343-530,-15.81078,-47.88899
Olivae Restaurante,4.0,"CLS, 405",Brasília,DF,70238-510,-15.81078,-47.88899
Fritz Restaurante,4.5,CLS 404,Brasília,DF,70238-500,-15.81078,-47.88899
Dom Francisco,4.5,CLS 402,Brasília,DF,70236-520,-15.81078,-47.88899
Versão Brasileira,4.0,"CLS, 204",Asa Sul,DF,70234-510,-15.81078,-47.88899
Estação do Guaraná,4.0,CLS 106 BL B  lj 3,Brasília,DF,70345-520,-15.81078,-47.88899
Sky's Burger,4.0,CLS 106,Brasília,DF,70345-520,-15.81078,-47.88899
Toujours Bistrot,4.0,CLS 405 Bloco D,Brasília,DF,70239-530,-15.81078,-47.88899
Pizzaria Molho de Tomate,4.0,CLS 403 BL A  lj 12,Brasília,DF,70237-510,-15.81078,-47.88899
Empório da Cachaça,4.5,"Scls, 405",Brasília,DF,70239-500,-15.81078,-47.88899
Xique Xique,4.0,CLS 107 BL E  lj 2,Brasília,DF,70346-550,-15.81428,-47.90281
Pizzaria Dom Bosco,4.5,CLS 107,Brasília,DF,70346-540,-15.81428,-47.90281
Loca Como Tu Madre,4.0,"Comércio Local Sul, 306",Brasília,DF,70353-530,-15.81428,-47.90281
La Boulangerie,4.0,"SQS 306 Bloco B, 10",Brasília,DF,70353-020,-15.81428,-47.90281
Bar Brasília,4.0,CRS 506 BL A  lj 15,Brasília,DF,70350-515,-15.81428,-47.90281
Super Quadra Sul 308,5.0,"SQS, 308",Brasília,DF,70354-000,-15.81428,-47.90281
Nação Hot Dog,3.5,"CLS 108 Bloco C, 5",Brasília,DF,70347-530,-15.81428,-47.90281
Kojima,4.5,"CLS, 406",Brasília,DF,70256-510,-15.81428,-47.90281
Dog do Raimundo,5.0,SQS 107 - Entrada da quadra,Brasília,DF,70354-010,-15.81428,-47.90281
Maria Amélia,4.0,"CLS 308 Sul Bloco D, 34",Brasília,DF,73070-043,-15.81428,-47.90281
Domino's Pizza,4.0,SHCS Superquadra 307 bl B Pll Parte B,Brasilia,DF,70354-500,-15.81428,-47.90281
Pastel Mix,4.0,"Cls 107 Bloco C, 30",Brasília,DF,,-15.81428,-47.90281
Simpsons Bar,4.0,CLS 307 BL D  lj 35,Brasília,DF,70354-540,-15.81428,-47.90281
Sky's Burger,4.0,CLS 106,Brasília,DF,70345-520,-15.81428,-47.90281
Estação do Guaraná,4.0,CLS 106 BL B  lj 3,Brasília,DF,70345-520,-15.81428,-47.90281
Ricco Burger,5.0,"CLS, 306",Brasília,DF,70353-530,-15.81428,-47.90281
Vitamina Central,4.5,CRS 506 BL A  lj 63,Brasília,DF,70350-515,-15.81428,-47.90281
Johnnie Special Burguer,3.5,SCLS 210,Brasília,DF,70273-520,-15.81428,-47.90281
Girassol Alimentação Natural,4.5,CLS 409 BL B  lj 15,Brasília,DF,70258-520,-15.81428,-47.90281
Bar do Mercado,4.0,CRS 509 BL C  lj 29,Brasília,DF,70360-530,-15.81428,-47.90281
Xique Xique,4.0,CLS 107 BL E  lj 2,Brasília,DF,70346-550,-15.81845,-47.90425
Pizzaria Dom Bosco,4.5,CLS 107,Brasília,DF,70346-540,-15.81845,-47.90425
Kojima,4.5,"CLS, 406",Brasília,DF,70256-510,-15.81845,-47.90425
Bar Brasília,4.0,CRS 506 BL A  lj 15,Brasília,DF,70350-515,-15.81845,-47.90425
Galeteria Gaúcha,4.5,CLS 108 BL D  lj 21,Brasília,DF,70347-540,-15.81845,-47.90425
Loca Como Tu Madre,4.0,"Comércio Local Sul, 306",Brasília,DF,70353-530,-15.81845,-47.90425
Hostaria Dei Sapori,4.0,CLS 212 BL A,Brasília,DF,70275-510,-15.81845,-47.90425
Haná Restaurante Japonês,4.0,CLS 408 BL B  lj 35,Brasília,DF,70257-520,-15.81845,-47.90425
Johnnie Special Burguer,3.5,SCLS 210,Brasília,DF,70273-520,-15.81845,-47.90425
Crepe Au Chocolat,3.5,CLS 210 BL B 24,Brasília,DF,70273-520,-15.81845,-47.90425
Belini Coffee Experience,4.0,ERW - Sul,Brasília,DF,,-15.81845,-47.90425
Restaurante Universal,4.5,CLS 210,Brasília,DF,70723-520,-15.81845,-47.90425
Quitinete Gourmet,3.5,"CLS, 209",Brasília,DF,70272-520,-15.81845,-47.90425
Sky's Burger,4.0,CLS 106,Brasília,DF,70345-520,-15.81845,-47.90425
Estação do Guaraná,4.0,CLS 106 BL B  lj 3,Brasília,DF,70345-520,-15.81845,-47.90425
Hamburgueria do Francês,4.5,"EQS, 206-207",Asa Sul,DF,,-15.81845,-47.90425
Girassol Alimentação Natural,4.5,CLS 409 BL B  lj 15,Brasília,DF,70258-520,-15.81845,-47.90425
La Boulangerie,4.0,"SQS 306 Bloco B, 10",Brasília,DF,70353-020,-15.81845,-47.90425
Super Quadra Sul 308,5.0,"SQS, 308",Brasília,DF,70354-000,-15.81845,-47.90425
New Koto,4.5,"CLS, 212",Brasília,DF,70275-530,-15.81845,-47.90425
Nippon Gourmet,4.0,CLS 207 BL C  lj 27,Brasília,DF,70253-530,-15.81975,-47.89879
Kojima,4.5,"CLS, 406",Brasília,DF,70256-510,-15.81975,-47.89879
Crepe Royale,4.0,CLS 207 BL C  lj 37,Brasília,DF,70253-530,-15.81975,-47.89879
Haná Restaurante Japonês,4.0,CLS 408 BL B  lj 35,Brasília,DF,70257-520,-15.81975,-47.89879
Moisés Cervejaria,4.0,"CLS 208 BL C, 36",Brasília,DF,70254-530,-15.81975,-47.89879
Girassol Alimentação Natural,4.5,CLS 409 BL B  lj 15,Brasília,DF,70258-520,-15.81975,-47.89879
Pizzaria Dom Bosco,4.5,CLS 107,Brasília,DF,70346-540,-15.81975,-47.89879
Xique Xique,4.0,CLS 107 BL E  lj 2,Brasília,DF,70346-550,-15.81975,-47.89879
Loca Como Tu Madre,4.0,"Comércio Local Sul, 306",Brasília,DF,70353-530,-15.81975,-47.89879
Peixe na Rede,5.0,CLS 405,Brasília,DF,70632-100,-15.81975,-47.89879
Gamela Biscoitos Caseiros,4.5,"CLS 406, bloco D",Brasília,DF,,-15.81975,-47.89879
Estação do Guaraná,4.0,CLS 106 BL B  lj 3,Brasília,DF,70345-520,-15.81975,-47.89879
Lá em Casa,5.0,"Cls 208 sul bloco c,  20",Brasília,DF,,-15.81975,-47.89879
Sky's Burger,4.0,CLS 106,Brasília,DF,70345-520,-15.81975,-47.89879
Baco Pizzaria,4.0,"SHCS, 408",Brasília,DF,70296-030,-15.81975,-47.89879
Restaurante Universal,4.5,CLS 210,Brasília,DF,70723-520,-15.81975,-47.89879
Johnnie Special Burguer,3.5,SCLS 210,Brasília,DF,70273-520,-15.81975,-47.89879
La Boulangerie,4.0,"SQS 306 Bloco B, 10",Brasília,DF,70353-020,-15.81975,-47.89879
Fritz Restaurante,4.5,CLS 404,Brasília,DF,70238-500,-15.81975,-47.89879
Fred Restaurante,4.0,SCLS 405,Brasília,DF,70239-520,-15.81975,-47.89879
Coco Bambu,4.0,"SCN Quadra, 5",Shcn,DF,70715-900,-15.78696,-47.88786
Objeto Encontrado,4.0,"CLN 102, Bloco B",Brasília,DF,70722-520,-15.78696,-47.88786
Stadt Bier,5.0,Liberty Mall,Brasília,DF,70712-904,-15.78696,-47.88786
Fogo de Chão,4.0,"SHS Q, 5",Brasília,DF,70315-000,-15.78696,-47.88786
Martinica Café,4.5,"CLN 303, Bloco A",Brasília,DF,70735-510,-15.78696,-47.88786
Madero Brasília,4.0,"SCS, Quadra 07, Bloco A, s/n",Brasília,DF,,-15.78696,-47.88786
Velvet PUB,4.0,"Cln 102 bloco B, 28-32",Shcn,DF,70722-520,-15.78696,-47.88786
Parque Ana Lídia,4.5,"Parque da Cidade, s/n",Brasília,DF,,-15.78696,-47.88786
Flor de Lotus Restaurante Natural,4.5,CLN 102 BL A  lj 48,Brasília,DF,70722-510,-15.78696,-47.88786
Peixe Na Rede,5.0,Centro Comercial Brasília Shopping,Brasília,DF,70715-900,-15.78696,-47.88786
Brasilia TV Tower,4.5,Eixo Monumental,Brasília,DF,70070-350,-15.78696,-47.88786
Tomatzo,4.5,Centro Comercial Conjunto Nacional,Brasília,DF,70077-900,-15.78696,-47.88786
Green's Restaurante Natural,4.5,"CLN 302, Bloco B",Brasília,DF,70723-520,-15.78696,-47.88786
Salad Creations,4.0,"SCN Qd, 05",Srtvn,DF,70715-900,-15.78696,-47.88786
Mixirica,5.0,Shopping ID,Brasília,DF,70716-900,-15.78696,-47.88786
Cavalcante Ki Filé,4.5,"CLN, 405",Brasília,MA,70846-510,-15.78696,-47.88786
Diamantina,5.0,"SHN Quadra 2, Bloco E",Brasília,DF,70702-904,-15.78696,-47.88786
Alpinus Galeteria e Choperia,4.0,Parque da Cidade,Brasília,DF,70610-300,-15.78696,-47.88786
Armazém do Ferreira,4.0,"Cln 202 Bloco A, 1",Brasília,DF,70832-515,-15.78696,-47.88786
The Finest Grill & Burger,4.0,"SCN Q, 5",Brasília,DF,70715-900,-15.78696,-47.88786
Kojima,4.5,"CLS, 406",Brasília,DF,70256-510,-15.820776,-47.89532
Gamela Biscoitos Caseiros,4.5,"CLS 406, bloco D",Brasília,DF,,-15.820776,-47.89532
Pizzaria Dom Bosco,4.5,CLS 107,Brasília,DF,70346-540,-15.820776,-47.89532
Peixe na Rede,5.0,CLS 405,Brasília,DF,70632-100,-15.820776,-47.89532
Haná Restaurante Japonês,4.0,CLS 408 BL B  lj 35,Brasília,DF,70257-520,-15.820776,-47.89532
Xique Xique,4.0,CLS 107 BL E  lj 2,Brasília,DF,70346-550,-15.820776,-47.89532
Chez Fondue,4.0,407 Sul,Brasília,DF,70256-530,-15.820776,-47.89532
Primo Piato,3.5,CLS 406 BL D  lj 35,Brasília,DF,70255-540,-15.820776,-47.89532
Nippon Gourmet,4.0,CLS 207 BL C  lj 27,Brasília,DF,70253-530,-15.820776,-47.89532
Chiquinho Sorvetes,4.5,"CLS 407 Bloco B, 26",Brasília,DF,70256-520,-15.820776,-47.89532
Fritz Restaurante,4.5,CLS 404,Brasília,DF,70238-500,-15.820776,-47.89532
Fred Restaurante,4.0,SCLS 405,Brasília,DF,70239-520,-15.820776,-47.89532
La Boulangerie,4.0,"SQS 306 Bloco B, 10",Brasília,DF,70353-020,-15.820776,-47.89532
Girassol Alimentação Natural,4.5,CLS 409 BL B  lj 15,Brasília,DF,70258-520,-15.820776,-47.89532
Libanus,3.5,CLS 206,Brasília,DF,70252-530,-15.820776,-47.89532
Boteco do Juca,3.5,CLS 405,Brasília,DF,70238-510,-15.820776,-47.89532
Olivae Restaurante,4.0,"CLS, 405",Brasília,DF,70238-510,-15.820776,-47.89532
El Toro,5.0,CLS 103 Bloco C,Brasília,DF,,-15.820776,-47.89532
El Paso Texas,3.5,"CLS 404 Bloco C, 23",Asa Sul,DF,70238-530,-15.820776,-47.89532
Baco Pizzaria,4.0,"SHCS, 408",Brasília,DF,70296-030,-15.820776,-47.89532
Kojima,4.5,"CLS, 406",Brasília,DF,70256-510,-15.81603,-47.89383
Libanus,3.5,CLS 206,Brasília,DF,70252-530,-15.81603,-47.89383
Peixe na Rede,5.0,CLS 405,Brasília,DF,70632-100,-15.81603,-47.89383
Sanfelice Massas,4.0,CLS 206 BL A  lj 06,Brasília,DF,70252-510,-15.81603,-47.89383
Fred Restaurante,4.0,SCLS 405,Brasília,DF,70239-520,-15.81603,-47.89383
Gamela Biscoitos Caseiros,4.5,"CLS 406, bloco D",Brasília,DF,,-15.81603,-47.89383
Praliné Confeitaria Suíça,4.0,"CLS, 205",Brasília,DF,70235-500,-15.81603,-47.89383
Pizzaria Dom Bosco,4.5,CLS 107,Brasília,DF,70346-540,-15.81603,-47.89383
El Toro,5.0,CLS 103 Bloco C,Brasília,DF,,-15.81603,-47.89383
Bar Brasília,4.0,CRS 506 BL A  lj 15,Brasília,DF,70350-515,-15.81603,-47.89383
